name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
145;0.01;True;0.01;True;ERR;ERR;0.16;True;0.049175652;1.35;True;0.16692787899999995;0.06;True;0.04;False;0.05;True;ERR;ERR;ERR
146;0.0;True;0.0;True;ERR;ERR;0.17;True;0.06330292800000001;1.48;True;0.2625305680000001;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
147;0.01;True;0.01;False;0.0;False;0.27;False;0.00024732100000002255;1.05;False;0.00030581899999992945;0.06;False;0.04;False;0.03;False;ERR;ERR;ERR
148;0.01;True;0.0;True;ERR;ERR;0.14;True;0.062112601;1.16;True;0.127825266;0.06;True;0.06;False;0.03;True;ERR;ERR;ERR
149;0.01;True;0.01;True;ERR;ERR;0.13;True;0.043906062999999995;1.2;True;0.20600350099999998;0.05;True;0.05;False;0.04;True;ERR;ERR;ERR
150;0.01;True;0.01;True;ERR;ERR;0.06;True;0.02699517;0.15;True;0.074559624;0.06;True;0.05;False;0.02;True;ERR;ERR;ERR
151;0.01;True;0.0;False;0.0;False;0.48;False;0.21690734800000003;1.32;False;0.25003517399999997;0.06;False;0.05;False;0.05;False;0.01;False;0.0018959324806928635
152;0.02;True;0.0;False;0.02;False;0.04;False;5.2579000000003984e-05;0.09;False;8.044100000000054e-05;0.07;False;0.02;False;0.04;False;ERR;ERR;ERR
153;0.02;True;0.01;True;ERR;ERR;0.06;True;0.028498196000000003;0.09;True;0.029400370000000002;0.06;True;0.04;False;0.03;True;ERR;ERR;ERR
154;0.01;True;0.01;True;ERR;ERR;0.1;True;0.03896764999999999;0.58;True;0.13036728200000003;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
155;0.01;True;0.01;True;ERR;ERR;0.08;False;0.032569456999999996;0.12;False;0.039126199;0.07;True;0.03;False;0.04;True;ERR;ERR;ERR
156;0.01;True;0.01;True;ERR;ERR;0.17;True;0.06210349700000001;1.45;True;0.18650285100000008;0.06;True;0.03;False;0.03;True;ERR;ERR;ERR
157;0.02;True;0.01;True;ERR;ERR;0.09;False;0.03461030999999999;0.14;False;0.039148713;0.06;True;0.04;False;0.02;True;0.01;False;0.0020526088774204254
